==== This output can be found in Systems/dx986/os/ctctrl-q-c_all.txt ====
==== START ctctrl -q -c all Tue Jul  7 00:44:37 GST 2015 ====
---------------------------------------+-------+-------+-------+---------------
                                       | Have  |Mem Trc|Sys Trc| Buffer size
     Component name                    | alias | /level| /level| /Allocated
---------------------------------------+-------+-------+-------+---------------
acf                                    |  NO   |  ON/3 |  ON/3 |       2048/YES
     .nx                               |  NO   |  ON/3 |  ON/3 |       2048/YES
     .p11                              |  NO   |  ON/3 |  ON/3 |       2048/YES
aio                                    |  NO   | OFF/3 |  ON/3 |          0/ NO
cluster
     .ahafs                            |  NO   |  ON/3 |  ON/3 |    1048576/YES
     comm
          .disk                        |  NO   |  ON/3 |  ON/3 |    2097152/YES
          .net                         |  NO   |  ON/3 |  ON/3 |    2097152/YES
          .san                         |  NO   |  ON/3 |  ON/3 |    2097152/YES
     .config                           |  NO   |  ON/3 |  ON/3 |      65536/YES
     .link                             |  NO   |  ON/3 |  ON/3 |    2097152/YES
     .lock                             |  NO   |  ON/3 |  ON/3 |      65536/YES
dpcom                                  |  NO   |  ON/3 |  ON/3 |       6400/YES
efscsidd
     .fscsi0                           |  NO   |  ON/3 |  ON/3 |      64000/YES
          .50000974082D35DC            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .10000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .11000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .12000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .13000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .14000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .15000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .16000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .17000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .18000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .19000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .20000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .21000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .22000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .23000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .24000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .25000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .26000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .27000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .28000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .29000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .33000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .34000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .5000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .6000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .7000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .8000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .9000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .A000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .B000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .C000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .D000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .F000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
          .50000974082D35E4            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .10000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .11000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .12000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .13000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .14000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .15000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .16000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .17000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .18000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .19000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .20000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .21000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .22000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .23000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .24000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .25000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .26000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .27000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .28000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .29000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .33000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .34000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .5000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .6000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .7000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .8000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .9000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .A000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .B000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .C000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .D000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .F000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
          .500009740834D54C            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .0                      |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .35000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .36000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .37000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .38000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .39000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .40000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .41000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .42000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .43000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .44000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .45000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .46000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .47000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .48000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .49000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .50000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
          .500009740834D574            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .0                      |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .35000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .36000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .37000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .38000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .39000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .40000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .41000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .42000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .43000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .44000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .45000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .46000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .47000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .48000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .49000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .50000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
          .500009740834D5EC            |  NO   | OFF/3 | OFF/3 |      32000/ NO
          .bufx                        |  NO   |  ON/0 |  ON/0 |      64000/YES
     .fscsi1                           |  NO   |  ON/3 |  ON/3 |      64000/YES
          .bufx                        |  NO   |  ON/0 |  ON/0 |      64000/YES
     .fscsi2                           |  NO   |  ON/3 |  ON/3 |      64000/YES
          .50000974082D35D8            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .10000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .11000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .12000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .13000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .14000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .15000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .16000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .17000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .18000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .19000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .20000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .21000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .22000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .23000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .24000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .25000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .26000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .27000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .28000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .29000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .33000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .34000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .5000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .6000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .7000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .8000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .9000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .A000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .B000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .C000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .D000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .F000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
          .50000974082D35E0            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .10000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .11000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .12000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .13000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .14000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .15000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .16000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .17000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .18000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .19000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .20000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .21000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .22000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .23000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .24000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .25000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .26000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .27000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .28000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .29000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .33000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .34000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .5000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .6000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .7000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .8000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .9000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .A000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .B000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .C000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .D000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .F000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
          .500009740834D548            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .0                      |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .35000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .36000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .37000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .38000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .39000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .40000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .41000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .42000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .43000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .44000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .45000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .46000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .47000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .48000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .49000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .50000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
          .500009740834D570            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .0                      |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .30000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .31000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .32000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .35000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .36000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .37000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .38000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .39000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .40000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .41000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .42000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .43000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .44000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .45000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .46000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .47000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .48000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .49000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .4F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .50000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
          .500009740834D5D0            |  NO   | OFF/3 | OFF/3 |      32000/ NO
          .bufx                        |  NO   |  ON/0 |  ON/0 |      64000/YES
     .fscsi3                           |  NO   |  ON/3 |  ON/3 |      64000/YES
          .bufx                        |  NO   |  ON/0 |  ON/0 |      64000/YES
     .fscsi4                           |  NO   |  ON/3 |  ON/3 |      64000/YES
          .bufx                        |  NO   |  ON/0 |  ON/0 |      64000/YES
     .fscsi5                           |  NO   |  ON/3 |  ON/3 |      64000/YES
          .50000974082D35D8            |  NO   | OFF/3 | OFF/3 |      32000/ NO
               .1000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .10000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .11000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .12000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .13000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .14000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .15000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .16000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .17000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .18000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .19000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1B000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1C000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1D000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1E000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .1F000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
               .20000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .21000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .22000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .23000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .24000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .25000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .26000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .27000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .28000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .29000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .2A000000000000         |  NO   |  ON/3 |  ON/3 |       3200/YES
               .3000000000000          |  NO   |  ON/3 |  ON/3 |       3200/YES
